1,Royal Bank of Canada,,,2023-10-13 11:00:06,'2023-10-30 12:43:01'),lender_type,asset_specializations,is_land_lender,is_construction_lender,is_commercial_lender
4741,MonsterCapital.ca Inc,,,2024-06-04 11:21:21,'2024-06-04 11:21:21'),Private Lender,general,0,0,0
4742,Amur Capital Income Fund Inc,,,2024-06-04 11:21:22,'2024-06-04 11:21:22'),Private Lender,general,0,0,0
4743,Doc&#039;s Auto Body Inc,,,2024-06-04 11:21:23,'2024-06-04 11:21:23'),Other,general,0,0,0
4744,Claren Enterprises Ltd,,,2024-06-04 11:21:23,'2024-06-04 11:21:23'),Major Bank,general,0,0,0
4745,2243080 Ontario Inc,,,2024-06-04 11:21:24,'2024-06-04 11:21:24'),Other,general,0,0,0
4746,2431901 Ontario Inc,,,2024-06-04 11:21:24,'2024-06-04 11:21:24'),Other,general,0,0,0
4747,1000813636 Ontario Inc,,,2024-06-04 11:21:24,'2024-06-04 11:21:24'),Other,general,0,0,0
4748,GTA Solid Contracting Inc,,,2024-06-04 11:21:25,'2024-06-04 11:21:25'),Other,general,0,0,0
4749,Country Gate Homes Ltd,,,2024-06-04 11:21:26,'2024-06-04 11:21:26'),Major Bank,general,0,0,0
4750,1620307 Ontario Inc,,,2024-06-04 11:21:27,'2024-06-04 11:21:27'),Other,general,0,0,0
4751,1737062 Ontario Ltd,,,2024-06-04 11:21:28,'2024-06-04 11:21:28'),Major Bank,general,0,0,0
4752,EMS Construction Inc,,,2024-06-04 11:21:28,'2024-06-04 11:21:28'),Other,construction,0,1,0
4753,1000101702 Ontario Inc,,,2024-06-04 11:21:28,'2024-06-04 11:21:28'),Other,general,0,0,0
4754,Fisgard Capital Cor,,,2024-06-04 11:21:30,'2024-06-04 11:21:30'),Private Lender,general,0,0,0
4755,Percap Holdings Ltd,,,2024-06-04 11:21:31,'2024-06-04 11:21:31'),Major Bank,general,0,0,0
4756,Suncord International Ltd,,,2024-06-04 11:21:31,'2024-06-04 11:21:31'),Major Bank,general,0,0,0
4757,1000693527 Ontario Cor,,,2024-06-04 11:21:32,'2024-06-04 11:21:32'),Other,general,0,0,0
4758,Braeben Farms Ltd,,,2024-06-04 11:21:33,'2024-06-04 11:21:33'),Major Bank,agricultural,0,0,0
4759,Kaneff Properties Ltd,,,2024-06-04 11:21:33,'2024-06-04 11:21:33'),Major Bank,general,0,0,0
4760,11046373 Canada Inc,,,2024-06-04 11:21:35,'2024-06-04 11:21:35'),Other,general,0,0,0
4761,441511 Ontario Ltd,,,2024-06-04 11:21:35,'2024-06-04 11:21:35'),Major Bank,general,0,0,0
4762,1500585 Ontario Ltd,,,2024-06-04 11:21:36,'2024-06-04 11:21:36'),Major Bank,general,0,0,0
4763,1000880967 Ontario Inc,,,2024-06-27 12:43:56,'2024-06-27 12:43:56'),Other,general,0,0,0
4764,TPG Technology Consulting Ltd,,,2024-06-27 12:43:57,'2024-06-27 12:43:57'),Major Bank,general,0,0,0
4765,Erland Investments Inc,,,2024-06-27 12:43:58,'2024-06-27 12:43:58'),Other,land,1,0,0
4766,Ontario Provincial Police Association Credit Union Ltd,,,2024-06-27 12:43:59,'2024-06-27 12:43:59'),Major Bank,commercial,0,0,1
4767,1254-1258 London Road Ltd,,,2024-06-27 12:44:00,'2024-06-27 12:44:00'),Major Bank,general,0,0,0
4768,Tricor Contracting Ltd,,,2024-06-27 12:44:01,'2024-06-27 12:44:01'),Major Bank,general,0,0,0
4769,A-Mar Machining Inc,,,2024-06-27 12:44:01,'2024-06-27 12:44:01'),Other,general,0,0,0
4770,Centurion Holdings Inc,,,2024-06-27 12:44:01,'2024-06-27 12:44:01'),Private Lender,general,0,0,0
4771,Sei Capital Inc,,,2024-06-27 12:44:02,'2024-06-27 12:44:02'),Private Lender,general,0,0,0
4772,5018204 Ontario Inc,,,2024-06-27 12:44:02,'2024-06-27 12:44:02'),Other,general,0,0,0
4773,Everest Finance Cor,,,2024-06-27 12:44:02,'2024-06-27 12:44:02'),Other,general,0,0,0
4774,2639051 Ontario Inc,,,2024-06-27 12:44:02,'2024-06-27 12:44:02'),Other,general,0,0,0
4775,Jo-Lynn Pt Burwell Inc,,,2024-06-27 12:44:02,'2024-06-27 12:44:02'),Other,general,0,0,0
4776,GBS Contracting Services Inc,,,2024-06-27 12:44:03,'2024-06-27 12:44:03'),Other,general,0,0,0
4777,Rainco Inc,,,2024-06-27 12:44:04,'2024-06-27 12:44:04'),Other,general,0,0,0
4778,Walnut Ridge Poultry Farm Ltd,,,2024-06-27 12:44:04,'2024-06-27 12:44:04'),Major Bank,agricultural,0,0,0
4779,Mountstone Holdings Inc,,,2024-06-27 12:44:05,'2024-06-27 12:44:05'),Private Lender,general,0,0,0
4780,9448-1462 Quebec Inc,,,2024-06-27 12:44:06,'2024-06-27 12:44:06'),Other,general,0,0,0
4781,2296628 Ontario Inc,,,2024-06-27 12:44:06,'2024-06-27 12:44:06'),Other,general,0,0,0
4782,Talon Trail Investments Inc,,,2024-06-27 12:44:06,'2024-06-27 12:44:06'),Other,general,0,0,0
4783,1271969 Ontario Inc,,,2024-06-27 12:44:07,'2024-06-27 12:44:07'),Other,general,0,0,0
4784,Joanal Farms Ltd,,,2024-06-27 12:44:07,'2024-06-27 12:44:07'),Major Bank,agricultural,0,0,0
4785,Craft Capital Corporatio,,,2024-06-27 12:44:07,'2024-06-27 12:44:07'),Private Lender,general,0,0,0
4786,MKKN Holdings Inc,,,2024-06-27 12:44:08,'2024-06-27 12:44:08'),Private Lender,general,0,0,0
4787,2754094 Ontario Inc,,,2024-06-27 12:44:08,'2024-06-27 12:44:08'),Other,general,0,0,0
4788,Realx Trading Inc,,,2024-06-27 12:44:08,'2024-06-27 12:44:08'),Other,general,0,0,0
4789,Rio Verdi Investments Inc,,,2024-06-27 12:44:09,'2024-06-27 12:44:09'),Other,general,0,0,0
4790,Joshua Creek Community Development,,,2024-06-27 12:44:09,'2024-06-27 12:44:09'),Development Company,commercial,0,0,1
4791,1891602 Ontario Inc,,,2024-06-27 12:44:09,'2024-06-27 12:44:09'),Other,general,0,0,0
4792,Strama Properties Inc,,,2024-06-27 12:44:10,'2024-06-27 12:44:10'),Development Company,general,0,0,0
4793,617122 Ontario Ltd,,,2024-06-27 12:44:10,'2024-06-27 12:44:10'),Major Bank,general,0,0,0
4794,Lunau Holdings West Inc,,,2024-06-27 12:44:10,'2024-06-27 12:44:10'),Private Lender,general,0,0,0
4795,Greenvalley Estates Inc,,,2024-06-27 12:44:12,'2024-06-27 12:44:12'),Other,general,0,0,0
4796,Canadian Mortgage Servicing Corporatio,,,2024-06-27 12:44:12,'2024-06-27 12:44:12'),Other,residential,0,0,0
4797,17 Malley Road Inc,,,2024-06-27 12:44:12,'2024-06-27 12:44:12'),Other,general,0,0,0
4798,Jasmar Investments Inc,,,2024-06-27 12:44:12,'2024-06-27 12:44:12'),Other,general,0,0,0
4799,Bernard Katz Holdings Ltd,,,2024-06-27 12:44:12,'2024-06-27 12:44:12'),Major Bank,general,0,0,0
4800,Finch Auto Group Ltd,,,2024-06-27 12:44:12,'2024-06-27 12:44:12'),Major Bank,general,0,0,0
4801,National Realty Management Inc,,,2024-06-27 12:44:12,'2024-06-27 12:44:12'),Other,general,0,0,0
4802,J &amp; W Realty Investments Inc,,,2024-06-27 12:44:13,'2024-06-27 12:44:13'),Other,general,0,0,0
4803,Spreenco Holdings Inc,,,2024-06-27 12:44:13,'2024-06-27 12:44:13'),Private Lender,general,0,0,0
4804,Isola General Contractor Ltd,,,2024-06-27 12:44:13,'2024-06-27 12:44:13'),Major Bank,general,0,0,0
4805,811647 Ontario Inc,,,2024-06-27 12:44:13,'2024-06-27 12:44:13'),Other,general,0,0,0
4806,PCL Holdings Ltd,,,2024-06-27 12:44:13,'2024-06-27 12:44:13'),Major Bank,general,0,0,0
4807,Cross of Life Lutheran Church,,,2024-06-27 12:44:14,'2024-06-27 12:44:14'),Insurance Company,general,0,0,0
4808,2062722 Ontario Ltd,,,2024-06-27 12:44:14,'2024-06-27 12:44:14'),Major Bank,general,0,0,0
4809,Unifor Canada Inc,,,2024-06-27 12:44:14,'2024-06-27 12:44:14'),Other,general,0,0,0
4810,CJ Holdings Ltd,,,2024-06-27 12:44:15,'2024-06-27 12:44:15'),Major Bank,general,0,0,0
4811,12712131 Ontario Inc,,,2024-06-27 12:44:15,'2024-06-27 12:44:15'),Other,general,0,0,0
4812,1237049 Ontario Ltd,,,2024-06-27 12:44:15,'2024-06-27 12:44:15'),Major Bank,general,0,0,0
4813,J Pulla Ltd,,,2024-06-27 12:44:16,'2024-06-27 12:44:16'),Major Bank,general,0,0,0
4814,Hyde Park Ventures Inc,,,2024-06-27 12:44:16,'2024-06-27 12:44:16'),Other,general,0,0,0
4815,Sasson Construction Inc,,,2024-06-27 12:44:16,'2024-06-27 12:44:16'),Other,construction,0,1,0
4816,Aurora Living Water Faith Fellowship Inc,,,2024-06-27 12:44:16,'2024-06-27 12:44:16'),Other,general,0,0,0
4817,Laurent Viger Construction Ltd,,,2024-06-27 12:44:16,'2024-06-27 12:44:16'),Major Bank,construction,0,1,0
4818,Legacy Lands Lake Erie Inc,,,2024-06-27 12:44:16,'2024-06-27 12:44:16'),Other,land,1,0,0
4819,1351599 Ontario Inc,,,2024-06-27 12:44:17,'2024-06-27 12:44:17'),Other,general,0,0,0
4820,1640 Lawrence Avenue West Inc,,,2024-06-27 12:44:17,'2024-06-27 12:44:17'),Other,general,0,0,0
4821,Conital Enterprises Ltd,,,2024-06-27 12:44:17,'2024-06-27 12:44:17'),Major Bank,general,0,0,0
4822,624 King St W Holdings Inc,,,2024-06-27 12:44:17,'2024-06-27 12:44:17'),Private Lender,general,0,0,0
4823,Erb &amp; Good Family Funeral Home Ltd,,,2024-06-27 12:44:17,'2024-06-27 12:44:17'),Major Bank,general,0,0,0
4824,1000394255 Ontario Inc,,,2024-06-27 12:44:18,'2024-06-27 12:44:18'),Other,general,0,0,0
4825,Verwest Investments Inc,,,2024-06-27 12:44:18,'2024-06-27 12:44:18'),Other,general,0,0,0
4826,607919 Ontario Ltd,,,2024-06-27 12:44:18,'2024-06-27 12:44:18'),Major Bank,general,0,0,0
4827,Quality Sod Farms Ltd,,,2024-06-27 12:44:18,'2024-06-27 12:44:18'),Major Bank,agricultural,0,0,0
4828,Luiza Investments Ltd,,,2024-06-27 12:44:19,'2024-06-27 12:44:19'),Major Bank,general,0,0,0
4829,Micron Aberfoyle Holdings Inc,,,2024-06-27 12:44:19,'2024-06-27 12:44:19'),Private Lender,general,0,0,0
4830,679 Davis Drive Holdings Ltd,,,2024-06-27 12:44:19,'2024-06-27 12:44:19'),Major Bank,general,0,0,0
4831,2257994 Ontario Inc,,,2024-06-27 12:44:19,'2024-06-27 12:44:19'),Other,general,0,0,0
4832,2666530 Ontario Inc,,,2024-06-27 12:44:19,'2024-06-27 12:44:19'),Other,general,0,0,0
4833,Mountainview Developments Inc,,,2024-06-27 12:44:20,'2024-06-27 12:44:20'),Development Company,general,0,0,0
4834,TPN Farms Two Inc,,,2024-06-27 12:44:20,'2024-06-27 12:44:20'),Other,agricultural,0,0,0
4835,VIP Investments Ltd,,,2024-06-27 12:44:20,'2024-06-27 12:44:20'),Major Bank,general,0,0,0
4836,GGAS Properties Inc,,,2024-06-27 12:44:21,'2024-06-27 12:44:21'),Development Company,general,0,0,0
4837,Graham Bros Aggregates Ltd,,,2024-06-27 12:44:22,'2024-06-27 12:44:22'),Major Bank,general,0,0,0
4838,Ruc Holdings ULC,,,2024-06-27 12:44:22,'2024-06-27 12:44:22'),Private Lender,general,0,0,0
4839,180 Groh Cambridge Ltd,,,2024-06-27 12:44:22,'2024-06-27 12:44:22'),Major Bank,general,0,0,0
4840,1000223004 Ontario Ltd,,,2024-10-03 12:21:14,'2024-10-03 12:21:14'),Major Bank,general,0,0,0
4841,1021 West Hastings GP Inc,,,2024-10-03 12:21:14,'2024-10-03 12:21:14'),Other,general,0,0,0
4842,Church Weldun Developments Ltd,,,2024-10-03 12:21:15,'2024-10-03 12:21:15'),Major Bank,general,0,0,0
4843,VM Heritage Glen GP Inc,,,2024-10-03 12:21:15,'2024-10-03 12:21:15'),Other,general,0,0,0
4844,Fiera Canadian Real Estate Debt Fund GP Inc,,,2024-10-03 12:21:16,'2024-10-03 12:21:16'),Other,general,0,0,0
4845,Galaxy Boulevard Properties Ltd,,,2024-10-03 12:21:16,'2024-10-03 12:21:16'),Major Bank,general,0,0,0
4846,King City Evengreens Ltd,,,2024-10-03 12:21:16,'2024-10-03 12:21:16'),Major Bank,general,0,0,0
4847,GR 77VG GP Inc,,,2024-10-03 12:21:16,'2024-10-03 12:21:16'),Other,general,0,0,0
4848,CP REIT Ontario Properties Ltd,,,2024-10-03 12:21:17,'2024-10-03 12:21:17'),Major Bank,general,0,0,0
4849,Crestpoint Real Estate (6941 Kennedy Road) Inc,,,2024-10-03 12:21:17,'2024-10-03 12:21:17'),Other,commercial,0,0,1
4850,Lakeview Community Partners Ltd,,,2024-10-03 12:21:17,'2024-10-03 12:21:17'),Major Bank,general,0,0,0
4851,"His Majesty the King in right of Ontario,",,,2024-10-03 12:21:18,'2024-10-03 12:21:18'),Other,general,0,0,0
4852,Hummel Properties Inc,,,2024-10-03 12:21:18,'2024-10-03 12:21:18'),Development Company,general,0,0,0
4853,LaSalle CIG IV GP Inc,,,2024-10-03 12:21:18,'2024-10-03 12:21:18'),Other,general,0,0,0
4854,Monarch Realty Fund LLC,,,2024-10-03 12:21:18,'2024-10-03 12:21:18'),Other,general,0,0,0
4855,Amond Management Inc,,,2024-10-03 12:21:19,'2024-10-03 12:21:19'),Other,general,0,0,0
4856,Leptis Magna Development Inc,,,2024-10-03 12:21:19,'2024-10-03 12:21:19'),Development Company,general,0,0,0
4857,Comptershare Trust Company of Canada,,,2024-10-03 12:21:20,'2024-10-03 12:21:20'),Trust Company,general,0,0,0
4858,NHD Developments Ltd,,,2024-10-03 12:21:20,'2024-10-03 12:21:20'),Major Bank,general,0,0,0
4859,3W Holdings Ltd,,,2024-10-03 12:21:20,'2024-10-03 12:21:20'),Major Bank,general,0,0,0
4860,Bridg Mortgage Investment Cor,,,2024-10-03 12:21:20,'2024-10-03 12:21:20'),Private Lender,residential,0,0,0
4861,2517532 Ontario Inc,,,2024-10-03 12:21:20,'2024-10-03 12:21:20'),Other,general,0,0,0
4862,2632337 Alberta Ltd,,,2024-10-03 12:21:20,'2024-10-03 12:21:20'),Major Bank,general,0,0,0
4863,Valentina Romano Ltd,,,2024-10-03 12:21:21,'2024-10-03 12:21:21'),Major Bank,general,0,0,0
4864,MIG Properties Inc,,,2024-10-03 12:21:22,'2024-10-03 12:21:22'),Development Company,general,0,0,0
4865,Omers Administration Cor,,,2024-10-03 12:21:22,'2024-10-03 12:21:22'),Other,general,0,0,0
4866,RFA Verdun GP Inc,,,2024-10-03 12:21:22,'2024-10-03 12:21:22'),Other,general,0,0,0
4867,1967270 Ontario Inc,,,2024-10-03 12:21:23,'2024-10-03 12:21:23'),Other,general,0,0,0
4868,Dowbico Supplies Ltd,,,2024-10-03 12:21:24,'2024-10-03 12:21:24'),Major Bank,general,0,0,0
4869,R3 Port Elgin Ltd,,,2024-10-03 12:21:24,'2024-10-03 12:21:24'),Major Bank,general,0,0,0
4870,Aurorawood Homes Ltd,,,2024-10-03 12:21:25,'2024-10-03 12:21:25'),Major Bank,general,0,0,0
4871,Clocon Holdings Inc,,,2024-10-03 12:21:25,'2024-10-03 12:21:25'),Private Lender,general,0,0,0
4872,Aljack Holdings Inc,,,2024-10-03 12:21:25,'2024-10-03 12:21:25'),Private Lender,general,0,0,0
4873,Landmark Homes Inc,,,2024-10-03 12:21:25,'2024-10-03 12:21:25'),Other,land,1,0,0
4874,145 Bradford Street (Barrie) Holdings Ltd,,,2024-10-03 12:21:26,'2024-10-03 12:21:26'),Major Bank,general,0,0,0
4875,Dream Unlimited Cor,,,2024-10-03 12:21:26,'2024-10-03 12:21:26'),Other,general,0,0,0
4876,965710 Ontario Ltd,,,2024-10-03 12:21:26,'2024-10-03 12:21:26'),Major Bank,general,0,0,0
4877,The Corporation of the County of Brant,,,2024-10-03 12:21:27,'2024-10-03 12:21:27'),Other,general,0,0,0
4878,Stellar Mountain Insurance Holdings Inc,,,2024-10-03 12:21:27,'2024-10-03 12:21:27'),Private Lender,general,0,0,0
4879,Pencor Opportunity Fund GP Inc,,,2024-10-03 12:21:27,'2024-10-03 12:21:27'),Other,general,0,0,0
4880,Lee Tak Wai Holdings Ltd,,,2024-10-03 13:40:57,'2024-10-03 13:40:57'),Major Bank,general,0,0,0
4881,Devcor Capital,,,2024-10-03 13:40:57,'2024-10-03 13:40:57'),Private Lender,general,0,0,0
4882,Habitat for Humanity Heartland Ontario Inc,,,2024-10-03 13:40:57,'2024-10-03 13:40:57'),Other,land,1,0,0
4883,Western Falcon Inc,,,2024-10-03 13:40:58,'2024-10-03 13:40:58'),Other,general,0,0,0
4884,Flinkert Farms Inc,,,2024-10-03 13:40:59,'2024-10-03 13:40:59'),Other,agricultural,0,0,0
4885,Verkaik Holdings Ltd,,,2024-10-03 13:40:59,'2024-10-03 13:40:59'),Major Bank,general,0,0,0
4886,Laurrek Inc,,,2024-10-03 13:41:00,'2024-10-03 13:41:00'),Other,general,0,0,0
4887,Snowcrest Capital Cor,,,2024-10-28 14:52:08,'2024-10-28 14:52:08'),Private Lender,commercial,0,0,1
4888,2824204 Ontario Inc,,,2024-10-28 15:12:05,'2024-10-28 15:12:05'),Other,general,0,0,0
4889,BTM Realco Inc,,,2024-10-28 15:12:06,'2024-10-28 15:12:06'),Other,general,0,0,0
4890,1605861 Ontario Ltd,,,2024-10-28 15:12:06,'2024-10-28 15:12:06'),Major Bank,general,0,0,0
4891,Buwalda Holdings and Investments Cor,,,2024-10-28 15:12:06,'2024-10-28 15:12:06'),Private Lender,general,0,0,0
4892,1000432 Ontario Inc,,,2024-10-28 15:12:07,'2024-10-28 15:12:07'),Other,general,0,0,0
4893,Eaza Capital Cor,,,2024-10-28 15:12:07,'2024-10-28 15:12:07'),Private Lender,general,0,0,0
4894,Fortunedom Inc,,,2024-10-28 15:12:07,'2024-10-28 15:12:07'),Other,general,0,0,0
4895,Delrin Investments Inc,,,2024-10-28 15:12:08,'2024-10-28 15:12:08'),Other,general,0,0,0
4896,Business Developments Bank of Canada,,,2024-10-28 15:12:08,'2024-10-28 15:12:08'),Major Bank,general,0,0,0
4897,Mercury Mortgage Investment Cor,,,2024-10-28 15:12:08,'2024-10-28 15:12:08'),Private Lender,residential,0,0,0
4898,1795328 Ontario Inc,,,2024-10-28 15:12:08,'2024-10-28 15:12:08'),Other,general,0,0,0
4899,Klessens Dairy Farms Ltd,,,2024-10-28 15:12:09,'2024-10-28 15:12:09'),Major Bank,agricultural,0,0,0
4900,1930539 Ontario Inc,,,2024-10-28 15:12:10,'2024-10-28 15:12:10'),Other,general,0,0,0
4901,Golias Group Inc,,,2024-10-28 16:12:20,'2024-10-28 16:12:20'),Other,general,0,0,0
4902,2318199 Ontario Inc,,,2024-10-28 16:12:20,'2024-10-28 16:12:20'),Other,general,0,0,0
4903,Celernus Mortgages GP Inc,,,2024-10-28 16:12:21,'2024-10-28 16:12:21'),Other,residential,0,0,0
4904,Stonehouse Rental Cor,,,2024-10-28 16:12:22,'2024-10-28 16:12:22'),Other,general,0,0,0
4905,Stonebridge Finance Cor,,,2024-10-28 16:12:23,'2024-10-28 16:12:23'),Other,general,0,0,0
4906,CBBG Realty Inc,,,2024-10-28 16:12:24,'2024-10-28 16:12:24'),Other,general,0,0,0
4907,Duc Hien Tra,,,2024-10-28 16:12:24,'2024-10-28 16:12:24'),Other,general,0,0,0
4908,1066363 Ontario Ltd,,,2024-10-28 16:12:24,'2024-10-28 16:12:24'),Major Bank,general,0,0,0
4909,1300235 Ontario Ltd,,,2024-10-28 16:12:24,'2024-10-28 16:12:24'),Major Bank,general,0,0,0
4910,1000 Islands Community Development Cor,,,2024-10-28 16:12:24,'2024-10-28 16:12:24'),Development Company,land,1,0,0
4911,Petert Holdings Inc,,,2024-10-28 16:12:25,'2024-10-28 16:12:25'),Private Lender,general,0,0,0
4912,David J Balardo Insurance Agency Inc,,,2024-10-28 16:12:26,'2024-10-28 16:12:26'),Insurance Company,general,0,0,0
4913,Taebong Pam Holdings Ltd and 6 others.,,,2024-10-28 16:12:26,'2024-10-28 16:12:26'),Major Bank,general,0,0,0
4914,1360727 Ontario Ltd,,,2024-10-28 16:12:26,'2024-10-28 16:12:26'),Major Bank,general,0,0,0
4915,Bob Oberholtzer Investments Ltd,,,2024-10-28 16:12:27,'2024-10-28 16:12:27'),Major Bank,general,0,0,0
4916,777018 Ontario Ltd,,,2024-10-28 16:12:29,'2024-10-28 16:12:29'),Major Bank,general,0,0,0
4917,B &amp; P Richardson Properties Inc,,,2024-10-28 16:12:29,'2024-10-28 16:12:29'),Development Company,general,0,0,0
4918,Golfvest Communities (Sawmill Creek) Inc,,,2024-10-28 16:12:30,'2024-10-28 16:12:30'),Other,commercial,0,0,1
4919,Niagara Regional Agricultural Society,,,2024-11-11 14:45:18,'2024-11-11 14:45:18'),Other,agricultural,0,0,0
4920,1891039 Ontario Inc,,,2024-11-11 14:45:18,'2024-11-11 14:45:18'),Other,general,0,0,0
4921,100817303 Ontario Inc,,,2024-11-11 14:45:18,'2024-11-11 14:45:18'),Other,general,0,0,0
4922,Stoney Creek Community Homes Inc,,,2024-11-11 14:45:19,'2024-11-11 14:45:19'),Other,commercial,0,0,1
4923,West Maction Inc,,,2024-11-11 14:45:19,'2024-11-11 14:45:19'),Other,general,0,0,0
4924,Garnett HVAC Solutions Inc,,,2024-11-11 14:45:19,'2024-11-11 14:45:19'),Other,general,0,0,0
4925,Fairview Garage Ltd,,,2024-11-11 14:45:20,'2024-11-11 14:45:20'),Major Bank,general,0,0,0
4926,2574835 Ontario Ltd,,,2024-11-11 14:45:21,'2024-11-11 14:45:21'),Major Bank,general,0,0,0
4927,941807 Ontario Ltd,,,2024-11-11 14:45:21,'2024-11-11 14:45:21'),Major Bank,general,0,0,0
4928,1065 7th Developments Inc,,,2024-11-11 14:45:22,'2024-11-11 14:45:22'),Development Company,general,0,0,0
4929,Tomlinson Systems Inc,,,2024-11-11 14:45:23,'2024-11-11 14:45:23'),Other,general,0,0,0
4930,1025186 BC Ltd,,,2024-11-11 14:45:23,'2024-11-11 14:45:23'),Major Bank,general,0,0,0
4931,Ashcroft Homes - La Promenade Inc,,,2024-11-11 14:45:25,'2024-11-11 14:45:25'),Other,general,0,0,0
4932,HMCO Holdings Inc,,,2024-11-11 14:45:27,'2024-11-11 14:45:27'),Private Lender,general,0,0,0
4933,2748058 Ontario Inc,,,2024-11-11 14:45:27,'2024-11-11 14:45:27'),Other,general,0,0,0
4934,XL Real Estate Holdings Inc,,,2024-11-11 14:45:27,'2024-11-11 14:45:27'),Private Lender,general,0,0,0
4935,Adam J Gill Trust Inc,,,2024-11-11 14:45:29,'2024-11-11 14:45:29'),Trust Company,general,0,0,0
4936,1000370576 Ontario Inc,,,2024-11-11 14:45:30,'2024-11-11 14:45:30'),Other,general,0,0,0
4937,Baitley Farms Ltd,,,2024-11-11 14:45:30,'2024-11-11 14:45:30'),Major Bank,agricultural,0,0,0
4938,1842648 Ontario Ltd,,,2024-11-11 14:45:31,'2024-11-11 14:45:31'),Major Bank,general,0,0,0
4939,1000931353 Ontario Inc,,,2025-01-09 19:50:11,'2025-01-09 19:50:11'),Other,general,0,0,0
4940,AGS Capital Cor,,,2025-01-09 19:50:11,'2025-01-09 19:50:11'),Private Lender,general,0,0,0
4941,1000381048 Ontario Inc,,,2025-01-09 19:50:11,'2025-01-09 19:50:11'),Other,general,0,0,0
4942,Gosfield Land Company Ltd,,,2025-01-09 19:50:12,'2025-01-09 19:50:12'),Major Bank,land,1,0,0
4943,Cedar City TFP Whitby Developments Inc,,,2025-01-09 19:50:13,'2025-01-09 19:50:13'),Development Company,general,0,0,0
4944,CAPRIET GP Inc,,,2025-01-09 19:50:13,'2025-01-09 19:50:13'),Other,general,0,0,0
4945,Toronto-Dominion Bank,,,2025-01-09 19:50:13,'2025-01-09 19:50:13'),Major Bank,general,0,0,0
4946,Raxil Real Estate Inc,,,2025-01-09 19:50:13,'2025-01-09 19:50:13'),Other,general,0,0,0
4947,13371913 Canada Inc,,,2025-01-09 19:50:15,'2025-01-09 19:50:15'),Other,general,0,0,0
4948,2392317 Ontario Inc,,,2025-01-09 19:50:15,'2025-01-09 19:50:15'),Other,general,0,0,0
4949,2582030 Ontario Inc,,,2025-01-09 19:50:15,'2025-01-09 19:50:15'),Other,general,0,0,0
4950,2776034 Ontario Inc,,,2025-01-09 19:50:16,'2025-01-09 19:50:16'),Other,general,0,0,0
4951,Axis Holdings Ltd,,,2025-01-09 19:50:16,'2025-01-09 19:50:16'),Major Bank,general,0,0,0
4952,651926 Ontario Ltd,,,2025-01-09 19:50:17,'2025-01-09 19:50:17'),Major Bank,general,0,0,0
4953,"Bank of America, NA",,,2025-01-09 19:50:18,'2025-01-09 19:50:18'),Major Bank,general,0,0,0
4954,The Trustees of the Bayview Congregatio,,,2025-01-09 19:50:18,'2025-01-09 19:50:18'),Trust Company,general,0,0,0
4955,Mic Mac Realty (Ottawa) Inc,,,2025-01-09 19:50:18,'2025-01-09 19:50:18'),Private Lender,general,0,0,0
4956,LSM Angus Farm (2024) Ltd,,,2025-01-09 19:50:18,'2025-01-09 19:50:18'),Major Bank,agricultural,0,0,0
4957,Aviva Canada Inc,,,2025-01-09 19:50:19,'2025-01-09 19:50:19'),Other,general,0,0,0
4958,Baseline Properties Ltd (Courtice),,,2025-01-09 19:50:19,'2025-01-09 19:50:19'),Major Bank,general,0,0,0
4959,VRGCOM Inc,,,2025-01-09 19:50:19,'2025-01-09 19:50:19'),Other,general,0,0,0
4960,2483529 Ontario Ltd,,,2025-01-09 19:50:20,'2025-01-09 19:50:20'),Major Bank,general,0,0,0
4961,667958 Ontario Ltd,,,2025-01-09 19:50:20,'2025-01-09 19:50:20'),Major Bank,general,0,0,0
