(1,'Canal City Realty Limited','Thorold','Niagara S','','','Serge Anthony Carpino','2023-12-20 16:16:14','2023-12-20 16:16:14'),
(3563,'Urbanlife Realty Inc.','Toronto','Metro Toronto','urbanliferealty.com','','Marina C. Bolletta','2023-12-20 17:26:45','2023-12-20 17:26:45'),
(3564,'Urbanlinks Realty Inc.','Toronto','Metro Toronto','','','David Lee','2023-12-20 17:26:45','2023-12-20 17:26:45'),
(3565,'Urbanoma Inc.','Toronto','Metro Toronto','urbanoma.com','','','2023-12-20 17:26:45','2023-12-20 17:26:45'),
(3566,'Valerie Cai Realty Corp.','Toronto','Metro Toronto','','','Yingluo Cai','2023-12-20 17:26:46','2023-12-20 17:26:46'),
(3567,'Value Insight Realty Inc.','Toronto','Metro Toronto','valueinsightrealty.com','','Sari Samarah','2023-12-20 17:26:46','2023-12-20 17:26:46'),
(3568,'Vanguard Northeast Realty Corp.','Toronto','Metro Toronto','vanguardne.ca','','Hanan Goldfarb','2023-12-20 17:26:46','2023-12-20 17:26:46'),
(3569,'Vanguard Realty Brokerage Corp.','Toronto','Metro Toronto','vanguardrealty.ca','','','2023-12-20 17:26:46','2023-12-20 17:26:46'),
(3570,'Vasco Realty Ltd.','Toronto','Metro Toronto','','','Kim Hai Nguyen','2023-12-20 17:26:46','2023-12-20 17:26:46'),
(3571,'Veedu Realty Inc.','Toronto','Metro Toronto','','','Tam Sivathasan','2023-12-20 17:26:46','2023-12-20 17:26:46'),
(3572,'Venture Park Real Estate Ltd.','Toronto','Metro Toronto','','','Vito Cosentino','2023-12-20 17:26:46','2023-12-20 17:26:46'),
(3573,'Venture Point Realty Ltd.','Toronto','Metro Toronto','','','Jeffrey A. Snow','2023-12-20 17:26:46','2023-12-20 17:26:46'),
(3574,'Vess Realty Inc.','Toronto','Metro Toronto','','','Vesselin Atanasov Ivanov','2023-12-20 17:26:46','2023-12-20 17:26:46'),
(3575,'Vestcore Realty Corp','Toronto','Metro Toronto','vestcore.com','','Paul Mazzei','2023-12-20 17:26:46','2023-12-20 17:26:46'),
(3576,'Victoria & York Realty Inc.','Toronto','Metro Toronto','vicyork.com','','Joseph Colussi','2023-12-20 17:26:46','2023-12-20 17:26:46'),
(3577,'Visar Realty Inc.','Toronto','Metro Toronto','','','Paul Jone','2023-12-20 17:26:46','2023-12-20 17:26:46'),
(3578,'Vito Auciello Real Estate Corporation','Toronto','Metro Toronto','','','Vito Auciello','2023-12-20 17:26:46','2023-12-20 17:26:46'),
(3579,'Vittorio De Luca','Toronto','Metro Toronto','','','Vittorio De Luca','2023-12-20 17:26:46','2023-12-20 17:26:46'),
(3580,'Vo Realty Inc.','Toronto','Metro Toronto','vorealty.ca','','Kieu Vi Vo','2023-12-20 17:26:46','2023-12-20 17:26:46'),
(3581,'Voram Real Estate Inc.','Toronto','Metro Toronto','','','Vinneth O. Ramsay','2023-12-20 17:26:46','2023-12-20 17:26:46'),
(3582,'V-power Team Inc.','Toronto','Metro Toronto','remaxrougeriver.com','','Valerie Anne Oblefias','2023-12-20 17:26:46','2023-12-20 17:26:46'),
(3583,'Wahi Realty Inc.','Toronto','Metro Toronto','wahi.com','','','2023-12-20 17:26:46','2023-12-20 17:26:46'),
(3584,'Wakefield Realty Corporation','Toronto','Metro Toronto','wakefieldrealty.com','','Howard Freeman','2023-12-20 17:26:46','2023-12-20 17:26:46'),
(3585,'Wallace Taylor Realty Inc.','Toronto','Metro Toronto','wallacetaylor.com','','Patrick Andre Walsh','2023-12-20 17:26:46','2023-12-20 17:26:46'),
(3586,'Warwick Realty Group Inc.','Toronto','Metro Toronto','warwick-rg.com','','Raymond Wai Man Chan','2023-12-20 17:26:46','2023-12-20 17:26:46'),
(3587,'Watersun Realty Inc.','Toronto','Metro Toronto','','','James F H Barnes','2023-12-20 17:26:46','2023-12-20 17:26:46'),
(3588,'We Care Realty Inc.','Toronto','Metro Toronto','easygroup.ca','','Xiaowen Cai','2023-12-20 17:26:46','2023-12-20 17:26:46'),
(3589,'Wealth Builders Properties Inc.','Toronto','Metro Toronto','alexjwilson.com','','Alexander James Wilson','2023-12-20 17:26:46','2023-12-20 17:26:46'),
(3590,'Web Max Realty Inc.','Toronto','Metro Toronto','webmaxrealty.ca','','','2023-12-20 17:26:46','2023-12-20 17:26:46'),
(3591,'Weiss Realty Ltd','Toronto','Metro Toronto','weissrealty.com','','','2023-12-20 17:26:46','2023-12-20 17:26:46'),
(3592,'Wellington Real Estate Inc.','Toronto','Metro Toronto','wremls.com','','Robert Charles Cishecki','2023-12-20 17:26:46','2023-12-20 17:26:46'),
(3593,'Wenda Allen Realty Ltd.','Toronto','Metro Toronto','','','','2023-12-20 17:26:46','2023-12-20 17:26:46'),
(3594,'Wendy Zheng Realty Inc.','Toronto','Metro Toronto','','','Yun Chai Zheng','2023-12-20 17:26:46','2023-12-20 17:26:46'),
(3595,'West Realty Group Ltd.','Toronto','Metro Toronto','sturino.ca','','James Vincent Sturino','2023-12-20 17:26:46','2023-12-20 17:26:46'),
(3596,'West Toronto Inc.','Toronto','Metro Toronto','bhhswest.ca','','Kelly Suzanne Taylor','2023-12-20 17:26:46','2023-12-20 17:26:46'),
(3597,'West-100 Capital Realty Inc.','Toronto','Metro Toronto','','','Carmen Shoukralla','2023-12-20 17:26:46','2023-12-20 17:26:46'),
(3598,'Westhaven Commercial Ltd.','Toronto','Metro Toronto','royallepage.ca','','Michelina Groccia','2023-12-20 17:26:46','2023-12-20 17:26:46'),
(3599,'Westminster Group Realty Inc.','Toronto','Metro Toronto','','','Zvi Harry Hazanovsky','2023-12-20 17:26:46','2023-12-20 17:26:46'),
(3600,'Westview Realty Inc','Toronto','Metro Toronto','','','Luciano Meola','2023-12-20 17:26:46','2023-12-20 17:26:46'),
(3601,'Wexford Realty Corporation','Toronto','Metro Toronto','wexfordcorporation.com','','Thomas Gordon Mitchell Eyre','2023-12-20 17:26:46','2023-12-20 17:26:46'),
(3602,'Wide World Properties Limited','Toronto','Metro Toronto','wideworldproperties.com','','Inga E. Toi','2023-12-20 17:26:46','2023-12-20 17:26:46'),
(3603,'Wiki Hills Realty Inc.','Toronto','Metro Toronto','','','Albert Yong','2023-12-20 17:26:46','2023-12-20 17:26:46'),
(3604,'William Mcbrien Limited','Toronto','Metro Toronto','on.aibn.com','','Gregory W. Mcbrien','2023-12-20 17:26:46','2023-12-20 17:26:46'),
(3605,'Wiltshire Eccleston Realty Inc.','Toronto','Metro Toronto','werealtyinc.ca','','Odeen Saundra Eccleston','2023-12-20 17:26:46','2023-12-20 17:26:46'),
(3606,'Wimbleton Inc.','Toronto','Metro Toronto','kwcoelevation.ca','','Susan Meredith Adair','2023-12-20 17:26:46','2023-12-20 17:26:46'),
(3607,'Winco Real Estate Corp','Toronto','Metro Toronto','','','Wing-yip Man','2023-12-20 17:26:46','2023-12-20 17:26:46'),
(3608,'Wind Star Realty Limited','Toronto','Metro Toronto','','','Kamal Mike Nanavati','2023-12-20 17:26:46','2023-12-20 17:26:46'),
(3609,'Wineva Realty Inc.','Toronto','Metro Toronto','winevarealty.com','','Stephen Losee','2023-12-20 17:26:46','2023-12-20 17:26:46'),
(3610,'Winpax Realty Inc.','Toronto','Metro Toronto','','','Stephen K.h. Wong','2023-12-20 17:26:46','2023-12-20 17:26:46'),
(3611,'Wintana Realty Inc.','Toronto','Metro Toronto','wintanarealty.com','','Ali Shayan Zahedi','2023-12-20 17:26:46','2023-12-20 17:26:46'),
(3612,'Win-win Result Realty Inc.','Toronto','Metro Toronto','','','Valentina Vemmyta Phoey','2023-12-20 17:26:46','2023-12-20 17:26:46'),
(3613,'Winzen Real Estate Limited','Toronto','Metro Toronto','winzen.ca','','Raymond V Zenkovich','2023-12-20 17:26:46','2023-12-20 17:26:46'),
(3614,'Wise Group Realty Services Incorporated','Toronto','Metro Toronto','wisegrouprealty.ca','','Justin Wise','2023-12-20 17:26:46','2023-12-20 17:26:46'),
(3615,'World Class Realty Point Brokerage Inc.','Toronto','Metro Toronto','','','Tariq Mumtaz','2023-12-20 17:26:47','2023-12-20 17:26:47'),
(3616,'Wow Factor Realty Inc.','Toronto','Metro Toronto','','','Mark D. Stern','2023-12-20 17:26:47','2023-12-20 17:26:47'),
(3617,'Wp Realty Advisors Inc.','Toronto','Metro Toronto','protonmail.com','','Scott Christopher Mcilroy','2023-12-20 17:26:47','2023-12-20 17:26:47'),
(3618,'Wright Real Estate Ltd','Toronto','Metro Toronto','','','Neil Nicholas Wright','2023-12-20 17:26:47','2023-12-20 17:26:47'),
(3619,'Xo Retail Advisors Inc.','Toronto','Metro Toronto','auroraconsultants.com','','Jeraldine Joanne Brodie','2023-12-20 17:26:47','2023-12-20 17:26:47'),
(3620,'X-sell Realty Ltd.','Toronto','Metro Toronto','xsellrealty.ca','','Allan Brown','2023-12-20 17:26:47','2023-12-20 17:26:47'),
(3621,'Yajian Wang','Toronto','Metro Toronto','','','Yajian Wang','2023-12-20 17:26:47','2023-12-20 17:26:47'),
(3622,'Ymsl Realty Inc.','Toronto','Metro Toronto','royallepage.ca','','Yanmin Sally Lian','2023-12-20 17:26:47','2023-12-20 17:26:47'),
(3623,'Yorkview Commercial Brokerage Inc.','Toronto','Metro Toronto','yorkviewcommercial.com','','Natalie Anne Vaculik','2023-12-20 17:26:47','2023-12-20 17:26:47'),
(3624,'Yorkville Real Estate Corporation','Toronto','Metro Toronto','','','Jerzy Makarczyk','2023-12-20 17:26:47','2023-12-20 17:26:47'),
(3625,'Yorkville Realty Inc.','Toronto','Metro Toronto','','','Emile Amar','2023-12-20 17:26:47','2023-12-20 17:26:47'),
(3626,'Young Realty Inc.','Toronto','Metro Toronto','youngrealty.ca','','Stephen Patrick Young','2023-12-20 17:26:47','2023-12-20 17:26:47'),
(3627,'Your Community Realty Inc.','Toronto','Metro Toronto','','','','2023-12-20 17:26:47','2023-12-20 17:26:47'),
(3628,'Your Home Sold Guaranteed Realty - The Aa Realty Group Inc.','Toronto','Metro Toronto','','','Aristotle Abuyen','2023-12-20 17:26:47','2023-12-20 17:26:47'),
(3629,'Yule Realty Inc.','Toronto','Metro Toronto','utoronto.ca','','Yiu Leung Yu','2023-12-20 17:26:47','2023-12-20 17:26:47'),
(3630,'Zolo Realty (ontario) Inc.','Toronto','Metro Toronto','zolo.ca','','','2023-12-20 17:26:47','2023-12-20 17:26:47'),
(3631,'Zoocasa Realty Inc.','Toronto','Metro Toronto','zoocasa.com','','Lauren June Haw','2023-12-20 17:26:47','2023-12-20 17:26:47'),
(3632,'Zown Realty Inc.','Toronto','Metro Toronto','zown.ca','','Ishtiaq Ahmed','2023-12-20 17:26:47','2023-12-20 17:26:47'),
(3633,'Altius Realty Group Brokerage Ltd','Uxbridge','Durham Region','altiusrealtygroup.com','','Rubie Dervis','2023-12-20 20:00:36','2023-12-20 20:00:36'),
(3634,'Century 21 B. J. Roth Realty Ltd','Uxbridge','Durham Region','century21.ca','','','2023-12-20 20:00:36','2023-12-20 20:00:36'),
(3635,'Chestnut Park Real Estate Limited','Uxbridge','Durham Region','chestnutpark.com','','','2023-12-20 20:00:36','2023-12-20 20:00:36'),
(3636,'Comflex Realty Inc.','Uxbridge','Durham Region','comflex.ca','','Patrick John Bryant','2023-12-20 20:00:36','2023-12-20 20:00:36'),
(3637,'Frank Real Estate Inc.','Uxbridge','Durham Region','royallepage.ca','','','2023-12-20 20:00:36','2023-12-20 20:00:36'),
(3638,'Main Street Realty Ltd.','Uxbridge','Durham Region','usa.net','','Michael J Cartwright','2023-12-20 20:00:36','2023-12-20 20:00:36'),
(3639,'R.m.r. Real Estate Limited','Uxbridge','Durham Region','coldwellbanker.com','','','2023-12-20 20:00:36','2023-12-20 20:00:36'),
(3640,'Re/max All-stars Realty Inc.','Uxbridge','Durham Region','','','','2023-12-20 20:00:36','2023-12-20 20:00:36'),
(3641,'1000085532 Ontario Inc.','Vaughan','York Region','rightathomerealty.com','','','2023-12-20 20:00:38','2023-12-20 20:00:38'),
(3642,'1000408515 Ontario Inc.','Vaughan','York Region','','','Karan Malik','2023-12-20 20:00:38','2023-12-20 20:00:38'),
(3643,'2539947 Ontario Inc.','Vaughan','York Region','','','Tamara Didenko','2023-12-20 20:00:38','2023-12-20 20:00:38'),
(3644,'2605448 Ontario Inc.','Vaughan','York Region','','','Gurdeep Singh Saini','2023-12-20 20:00:38','2023-12-20 20:00:38'),
(3645,'2773382 Ontario Inc.','Vaughan','York Region','kwlegacies.com','','Martin Peter Kuev','2023-12-20 20:00:38','2023-12-20 20:00:38'),
(3646,'2824345 Ontario Inc.','Vaughan','York Region','','','Mike J. Squadrilla','2024-01-29 17:31:45','2023-12-20 20:00:38'),
(3647,'2851365 Ontario Inc.','Vaughan','York Region','','','Tegh Saini','2023-12-20 20:00:38','2023-12-20 20:00:38'),
(3648,'A Co Realty Inc.','Vaughan','York Region','','','Ali Sarabian Tehrani','2023-12-20 20:00:38','2023-12-20 20:00:38'),
(3649,'A7re Group Inc.','Vaughan','York Region','a7re.com','','Andriy Friz','2023-12-20 20:00:38','2023-12-20 20:00:38'),
(3650,'Access Realty Inc.','Vaughan','York Region','','','Luciana Anna Romero','2023-12-20 20:00:38','2023-12-20 20:00:38'),
(3651,'Allied International Realty Canada Inc.','Vaughan','York Region','alliedrealestate.ca','','Joseph K. Patterson','2023-12-20 20:00:38','2023-12-20 20:00:38'),
(3652,'Amatul Waheed Real Estate Inc.','Vaughan','York Region','','','Amatul Waheed','2023-12-20 20:00:38','2023-12-20 20:00:38'),
(3653,'Aspen Ridge Realty Inc.','Vaughan','York Region','aspenridgehomes.com','','Jason Frank Attard','2023-12-20 20:00:38','2023-12-20 20:00:38'),
(3654,'Bennett Property Group Ltd.','Vaughan','York Region','bennettpros.com','','','2023-12-20 20:00:38','2023-12-20 20:00:38'),
(3655,'Bloorview Realty Inc.','Vaughan','York Region','bloorviewrealty.com','','Marc Bryant Vanzant','2023-12-20 20:00:38','2023-12-20 20:00:38'),
(3656,'Brixton Realty Corp','Vaughan','York Region','brixtonre.com','','Richard Flomen','2023-12-20 20:00:38','2023-12-20 20:00:38'),
(3657,'Capital North Realty Corporation','Vaughan','York Region','capitalnorthrealty.com','','','2023-12-20 20:00:38','2023-12-20 20:00:38'),
(3658,'Carbone Realty Inc.','Vaughan','York Region','carbonerealty.ca','','Frank Carbone','2023-12-20 20:00:38','2023-12-20 20:00:38'),
(3659,'Castleview Realty Ltd.','Vaughan','York Region','','','Tony Galluzzo','2023-12-20 20:00:38','2023-12-20 20:00:38'),
(3660,'Century 21 Atria Realty Inc.','Vaughan','York Region','century21.ca','','','2023-12-20 20:00:38','2023-12-20 20:00:38'),
(3661,'Century 21 People\'s Choice Realty Inc.','Vaughan','York Region','','','','2023-12-20 20:00:38','2023-12-20 20:00:38'),
(3662,'Citibloc Corp.','Vaughan','York Region','citiblocrealty.com','','Vincent Angelo Macri','2023-12-20 20:00:38','2023-12-20 20:00:38'),
(3663,'Citymart Realty Corp','Vaughan','York Region','','','Franco Arezza','2023-12-20 20:00:38','2023-12-20 20:00:38'),
(3664,'Clairwood Real Estate Corporation','Vaughan','York Region','clairwoodrealestate.com','','','2023-12-20 20:00:38','2023-12-20 20:00:38'),
(3665,'Concord Realty Group Inc.','Vaughan','York Region','concordrealtygroup.ca','','Oksana Vialykh','2023-12-20 20:00:38','2023-12-20 20:00:38'),
(3666,'Condoville Realty Inc.','Vaughan','York Region','cvre.ca','','Shaminder Singh Gogna','2023-12-20 20:00:38','2023-12-20 20:00:38'),
(3667,'Crescendo Realty Inc.','Vaughan','York Region','crescendorealty.ca','','Luca Disimino','2023-12-20 20:00:38','2023-12-20 20:00:38'),
(3668,'Cwh Realty Inc.','Vaughan','York Region','','','Laura De Gasperis','2023-12-20 20:00:38','2023-12-20 20:00:38'),
(3669,'Danmar Empire Real Estate Corp.','Vaughan','York Region','danmarempire.com','','','2023-12-20 20:00:38','2023-12-20 20:00:38'),
(3670,'Desire More Realty Inc.','Vaughan','York Region','desiremorerealty.com','','Malektaj Hejazi','2023-12-20 20:00:38','2023-12-20 20:00:38'),
(3671,'Dotcom Advantage Realty Inc.','Vaughan','York Region','','','Gholamhossein Ghadaki','2023-12-20 20:00:39','2023-12-20 20:00:39'),
(3672,'Downtown Real Estate Corp.','Vaughan','York Region','','','Dmitry Faynblyum','2023-12-20 20:00:39','2023-12-20 20:00:39'),
(3673,'Dream Homes Realty Ltd.','Vaughan','York Region','','','Mohammad Reza Ghazvini','2023-12-20 20:00:39','2023-12-20 20:00:39'),
(3674,'Dream Land Realty Inc.','Vaughan','York Region','','','Maood Bin Tahir','2023-12-20 20:00:39','2023-12-20 20:00:39'),
(3675,'Dynamics Realty Inc.','Vaughan','York Region','remaxdynamics.com','','Mario Chan','2023-12-20 20:00:39','2023-12-20 20:00:39'),
(3676,'Elite Realty Group Inc.','Vaughan','York Region','eliterealty.info','','Roger Anthony Townsend','2023-12-20 20:00:39','2023-12-20 20:00:39'),
(3677,'Enlightened Intentions Realty Inc.','Vaughan','York Region','eirinvest.com','','Ashley Sherrard','2023-12-20 20:00:39','2023-12-20 20:00:39'),
(3678,'Enterhome Ltd.','Vaughan','York Region','enterhome.ca','','Eugene Paster','2023-12-20 20:00:39','2023-12-20 20:00:39'),
(3679,'Finchtown Realty Inc.','Vaughan','York Region','trebnet.com','','Angelo Lionti','2023-12-20 20:00:39','2023-12-20 20:00:39'),
(3680,'First Commercial Realty Ltd.','Vaughan','York Region','citiguard.ca','','Michael Boseovski','2023-12-20 20:00:39','2023-12-20 20:00:39'),
(3681,'First Optimum Realty Inc.','Vaughan','York Region','homelifeoptimum.ca','','','2023-12-20 20:00:39','2023-12-20 20:00:39'),
(3682,'Forest Hill Real Estate Inc','Vaughan','York Region','foresthill.com','','','2023-12-20 20:00:39','2023-12-20 20:00:39'),
(3683,'Futurehome Realty Services Inc','Vaughan','York Region','','','Harry Raymond Debi','2023-12-20 20:00:39','2023-12-20 20:00:39'),
(3684,'Grange Hall Realty Inc.','Vaughan','York Region','','','Joseph G Morriello','2023-12-20 20:00:39','2023-12-20 20:00:39'),
(3685,'Gta Leaders Realty Inc.','Vaughan','York Region','','','Abdool Saheed','2023-12-20 20:00:39','2023-12-20 20:00:39'),
(3686,'Highgate Property Investments Brokerage Inc.','Vaughan','York Region','highgateproperties.ca','','Jonathan Maloney','2023-12-20 20:00:39','2023-12-20 20:00:39'),
(3687,'Home Choice Realty Inc.','Vaughan','York Region','','','','2023-12-20 20:00:39','2023-12-20 20:00:39'),
(3688,'Homelife Achievers Realty Inc.','Vaughan','York Region','homelifeachievers.com','','Joseph Bozzo','2023-12-20 20:00:39','2023-12-20 20:00:39'),
(3689,'Homelife Classic Realty Inc.','Vaughan','York Region','homelifeclassic.com','','Samuel Lloyd Green','2023-12-20 20:00:39','2023-12-20 20:00:39'),
(3690,'Homelife Kingsview Real Estate Inc.','Vaughan','York Region','','','Mario Dipalo','2023-12-20 20:00:39','2023-12-20 20:00:39'),
(3691,'Homelife Partners Realty Corp.','Vaughan','York Region','','','Steven Simonetti','2023-12-20 20:00:39','2023-12-20 20:00:39'),
(3692,'Homeview Realty Inc. Brokerage','Vaughan','York Region','homeviewrealty.ca','','Elton Shakulli','2023-12-20 20:00:39','2023-12-20 20:00:39'),
(3693,'Humber Valley Real Estate Group Ltd.','Vaughan','York Region','','','Michael Jason D\'angelo','2023-12-20 20:00:39','2023-12-20 20:00:39'),
(3694,'Ibl Realty Inc.','Vaughan','York Region','trebnet.com','','Irina Georgievna Lackey','2023-12-20 20:00:39','2023-12-20 20:00:39'),
(3695,'Intercity Realty Inc.','Vaughan','York Region','intercityrealty.com','','Luciano Grossi','2023-12-20 20:00:39','2023-12-20 20:00:39'),
(3696,'Jdf Realty Ltd.','Vaughan','York Region','jdf-realty.com','','Joe Tersigni','2023-12-20 20:00:39','2023-12-20 20:00:39'),
(3697,'Kinsby Real Estate Inc.','Vaughan','York Region','kinsby.com','','Lucio Cioffi','2023-12-20 20:00:39','2023-12-20 20:00:39'),
(3698,'Lu Vesta Group Realty Corporation','Vaughan','York Region','luvestarealty.com','','Gurpreet Singh Dhunna','2023-12-20 20:00:39','2023-12-20 20:00:39'),
(3699,'Maple Ring Realty Inc.','Vaughan','York Region','mapleringrealty.com','','Alessandro Kosarew','2023-12-20 20:00:39','2023-12-20 20:00:39'),
(3700,'Maximum Realty Corp','Vaughan','York Region','royllepage.ca','','Marcello Miceli','2023-12-20 20:00:39','2023-12-20 20:00:39'),
(3701,'Metrics Realty Inc.','Vaughan','York Region','metricsrealty.com','','Domenic Grossi','2023-12-20 20:00:39','2023-12-20 20:00:39'),
(3702,'Micor Realty Corp.','Vaughan','York Region','trebnet.com','','Michael Corno','2023-12-20 20:00:39','2023-12-20 20:00:39'),
(3703,'Move Up Realty Inc.','Vaughan','York Region','','','Vyacheslav Shelepin','2023-12-20 20:00:39','2023-12-20 20:00:39'),
(3704,'Nelson Realty Inc.','Vaughan','York Region','','','Lori Suzanne Nelson','2023-12-20 20:00:39','2023-12-20 20:00:39'),
(3705,'Nest Seekers Ontario Inc.','Vaughan','York Region','nestseekers.com','','Angelo Ferlisi','2023-12-20 20:00:39','2023-12-20 20:00:39'),
